CustomerID,Recency,Frequency,Monetary,cluster,Component 1,Component 2,cluster_agg
013000,107,3,534.85,0,-1.0044538,-0.32799977,0
013001,4,13,9818.82,0,-0.5655835,4.553234,0
013002,318,1,120.95,0,-1.0337012,-0.48237005,0
013003,106,3,149.05,0,-1.0046613,-0.3320575,0
013004,12,18,5655.91,0,-0.5133363,2.8869956,0
013005,174,2,513.7,0,-1.0141505,-0.381276,0
013006,56,1,81.57,0,-1.0012923,-0.33528152,0
013008,323,1,229.47,0,-1.0342271,-0.4838863,0
013011,372,1,50.550000000000004,0,-1.0404482,-0.5136265,0
013012,9,8,1661.8400000000001,0,-0.98443943,-0.18286669,0
013013,1,13,4810.9400000000005,0,-0.9738331,-0.06420236,0
013014,11,10,3466.28,0,-0.98037297,-0.13180424,0
013015,53,5,3346.28,0,-0.9925881,-0.23333648,0
013016,73,3,789.89,0,-1.0000247,-0.30579588,0
013017,7,1,204.0,0,-0.99511975,-0.30621797,0
013018,16,28,7277.7,0,-0.7061224,3.246549,0
013021,4,9,2616.38,0,-0.6592184,1.9088805,0
013023,64,2,689.9,0,-1.0003781,-0.31721282,0
013026,1,5,975.36,0,-0.988185,-0.2324475,0
013027,114,6,6912.0,0,-0.9956969,-0.20969552,0
013028,23,2,661.3199999999999,0,-0.9953259,-0.2944637,0
013029,31,3,1247.5,0,-0.99443084,-0.27666023,0
013030,11,2,799.48,0,-0.99372137,-0.28605026,0
013032,52,2,1010.1800000000001,0,-0.99861723,-0.30661812,0
013033,357,1,190.55,0,-1.0384705,-0.5035014,0
013034,55,2,642.77,0,-0.9993043,-0.31270844,0
013035,74,2,921.88,0,-1.0014173,-0.32006627,0
013037,138,3,881.07,1,18.40978,-1.443758,1
013038,80,3,908.46,0,-1.0007895,-0.30831826,0
013040,9,2,676.99,0,-0.99357885,-0.28639102,0
013043,273,1,516.42,0,-1.0277892,-0.452289,0
013044,291,1,560.47,1,31.088427,-3.1000612,1
013045,99,1,305.28000000000003,0,-1.0064248,-0.3568199,0
013046,31,2,629.31,0,-0.99634403,-0.29935274,0
013047,32,10,3237.54,0,-0.9831697,-0.14637132,0
013048,14,4,1835.91,0,-0.9904382,-0.24474993,0
013049,64,2,656.6800000000001,0,-1.0004067,-0.3176107,0
013050,15,17,5836.86,0,8.648807,-0.7373803,0
013052,212,1,348.15000000000003,0,-1.0203804,-0.4199488,0
013055,78,3,1214.41,0,-1.0002792,-0.30352733,0
013058,25,3,271.40000000000003,0,-0.99452615,-0.28497225,0
013059,250,1,183.4,0,-1.0252272,-0.443324,0
013060,254,1,307.53000000000003,0,-1.0256159,-0.44409,0
013061,72,1,248.61,0,-1.0031301,-0.342292,0
013062,191,1,346.98,0,-1.017781,-0.40813547,0
013064,13,4,1119.49,0,-0.9909296,-0.2527677,0
013065,373,1,205.86,0,-1.0404388,-0.5123294,0
013066,24,2,470.8,0,-0.9956133,-0.2973088,0
013067,82,1,115.46000000000001,0,-1.0044829,-0.34951895,0
013068,10,2,344.0,0,-0.9939887,-0.2909427,0
013069,1,24,4436.12,0,-0.4761942,3.0303786,0
013070,192,1,228.8,0,-1.0180064,-0.41011414,0
013072,267,1,177.15,0,-1.0273377,-0.45297337,0
013075,130,1,919.61,0,-1.0097358,-0.36692122,0
013077,1,4,729.27,0,-0.86088717,0.5426275,0
013078,3,26,12627.94,0,-0.9493978,0.22704421,0
013079,4,5,220.10000000000002,0,-0.98920536,-0.24318331,0
013080,179,1,58.08,0,-1.0165431,-0.4048373,0
013081,12,11,28337.38,0,-0.29270065,5.0447745,0
013082,126,9,3613.63,0,-0.9958686,-0.21009624,0
013083,4,2,303.75,0,-0.99328023,-0.28804547,0
013085,158,2,416.08,0,-1.0122533,-0.37343392,0
013089,3,97,58825.83,1,32.32441,7.429148,1
013090,9,14,8910.82,0,-0.8916839,0.44092068,0
013091,28,1,345.82,0,-0.99759835,-0.31634665,0
013092,71,5,477.83,0,-0.9972803,-0.27783117,0
013093,276,8,7832.47,0,-1.0122018,-0.25933397,0
013094,21,12,1927.3200000000002,0,-0.9801684,-0.1252932,0
013095,71,1,74.39999999999999,0,-1.003156,-0.34381542,0
013097,33,10,6010.42,0,-0.9809122,-0.11372225,0
013098,1,28,28882.44,0,-0.83782196,0.96532184,0
013099,99,1,207.36,0,-1.006509,-0.35799274,0
013101,234,1,101.19,0,-1.0233167,-0.43529734,0
013102,1,24,6424.09,0,-0.9572427,0.12328772,0
013103,40,1,243.94,0,-0.99917156,-0.32432535,0
013104,3,6,1098.48,0,-0.98694485,-0.2168112,0
013106,133,1,76.5,0,-1.0108314,-0.37870914,0
013107,44,4,1531.6200000000001,0,-0.9944144,-0.26529083,0
013108,373,1,350.06,0,-1.0403148,-0.5106023,0
013109,60,2,786.54,0,-0.9998,-0.31380242,0
013110,31,7,1488.67,0,-0.98869467,-0.2126194,0
013113,1,24,12245.960000000001,0,-0.95224285,0.19301942,0
013115,12,4,2294.78,0,-0.9897965,-0.23812744,0
013116,138,1,501.14,0,-1.011086,-0.37643903,0
013117,22,8,984.91,0,-0.9042897,0.375126,0
013118,20,5,1197.81,0,-0.99034685,-0.24048404,0
013120,239,1,30.6,0,-1.0239964,-0.43895888,0
013121,269,1,283.73,0,-1.0274937,-0.4528232,0
013122,94,2,922.39,0,-1.0038935,-0.3313243,0
013124,90,3,3866.33,0,-0.9994877,-0.2785223,0
013126,5,8,2099.64,0,-0.72430843,1.4503348,0
013127,78,1,259.17,0,-1.003864,-0.34554482,0
013130,94,1,64.0,0,-1.0060129,-0.35689378,0
013131,23,3,1073.3,0,-0.9935898,-0.27424106,0
013132,262,1,77.3,0,-1.0268043,-0.45135325,0
013133,274,2,109.8,0,-1.0268801,-0.44243443,0
013134,86,4,1793.58,0,-0.6886999,1.6185136,0
013135,197,1,3096.0,0,-1.0161631,-0.3785882,0
013136,56,5,2607.61,0,-0.93045366,0.19263156,0
013137,11,8,3650.41,1,31.552431,-0.22424057,1
013138,22,6,962.39,0,-0.9894144,-0.22914214,0
013139,16,7,5064.9400000000005,0,-0.983766,-0.1613364,0
013140,108,3,423.72,0,-1.004673,-0.32989398,0
013141,85,5,2388.75,0,-0.84935826,0.8470617,0
013142,19,1,307.09000000000003,0,-0.9965172,-0.31174165,0
013144,333,1,110.95,0,-1.0355672,-0.4909379,0
013145,40,4,618.52,0,-0.99470305,-0.27397472,0
013146,26,1,228.91,0,-0.99745107,-0.3166204,0
013147,10,4,712.8,0,-0.9909074,-0.25594923,0
013148,29,12,3707.12,0,-0.9796304,-0.10848123,0
013149,14,4,1676.06,0,-0.91233903,0.19856949,0
013151,296,1,1257.8700000000001,0,-1.0300006,-0.45636198,0
013153,6,1,486.22,0,-0.9947536,-0.30227444,0
013155,33,4,971.76,0,-0.993533,-0.26580128,0
013157,49,4,1741.22,0,-0.9948534,-0.2655964,0
013158,95,4,1201.06,0,-1.0010133,-0.2979737,0
013159,9,4,1437.85,0,-0.9901608,-0.24670173,0
013160,22,1,91.8,0,-0.9970735,-0.31600988,0
013161,313,1,112.75,0,-1.0330892,-0.4796523,0
013162,122,4,1688.29,0,-1.0039383,-0.30734435,0
013165,46,2,1021.48,0,-0.9978646,-0.3031035,0
013166,283,1,417.2,0,-1.0291129,-0.4591095,0
013167,19,4,791.33,0,-0.99195445,-0.26007754,0
013168,36,4,1319.19,0,-0.99360615,-0.26332954,0
013169,64,2,712.88,0,-1.0003585,-0.31693763,0
013170,27,1,116.00999999999999,0,-0.9976719,-0.31853598,0
013171,22,3,468.41,0,-0.73472565,1.344782,0
013173,4,2,353.65000000000003,0,-0.9932374,-0.28744778,0
013174,16,3,2817.03,0,-0.76365155,1.1509463,0
013176,46,1,492.84,0,-0.9997009,-0.3247233,0
013177,65,1,282.45,0,-1.0022343,-0.3379443,0
013178,26,11,5725.47,0,-0.49022013,7.1101117,0
013182,45,1,121.18,0,-0.9998962,-0.32861176,0
013183,8,9,3957.78,0,-0.9809617,-0.13951571,0
013184,15,10,1701.29,0,-0.9823839,-0.15519732,0
013185,268,1,71.4,0,-1.0275524,-0.4548032,0
013186,40,3,1575.89,0,-0.9952633,-0.27779585,0
013187,337,1,236.02,0,-1.0359551,-0.49169263,0
013188,11,1,114.6,0,-0.9956917,-0.30954155,0
013189,19,2,260.68,0,-0.9951747,-0.2970095,0
013192,95,2,911.94,0,-1.0040262,-0.33201268,0
013193,61,1,117.88,0,-1.0018803,-0.33766258,0
013194,136,1,60.7,0,-1.0112165,-0.38058805,0
013196,11,4,1797.78,0,-0.99009955,-0.24351709,0
013198,10,6,3401.2400000000002,0,-0.70891005,3.2381399,0
013199,4,38,9817.12,0,-0.93534833,0.37627095,0
013200,19,4,870.09,0,-0.99188673,-0.25913417,0
013203,10,4,869.46,0,-0.99077284,-0.25407284,0
013207,15,2,250.26000000000002,0,-0.99468833,-0.29488143,0
013208,59,6,1223.9,0,-0.99377155,-0.24684861,0
013209,30,8,5891.61,0,-0.41488147,6.186313,0
013210,94,1,353.48,0,-1.0057642,-0.35342652,0
013211,10,3,1197.42,0,-0.9918735,-0.26543275,0
013212,20,3,788.08,0,-0.73420346,1.3497374,0
013213,57,5,1520.58,0,-0.9946514,-0.2574567,0
013216,268,1,333.74,0,-1.0273272,-0.45166096,0
013217,122,3,533.98,0,-1.0063119,-0.33645827,0
013218,127,1,62.64,0,-1.0101002,-0.3754959,0
013220,78,4,819.2900000000001,0,-0.9046319,0.21891436,0
013221,240,2,847.41,0,-1.0220366,-0.41445068,0
013223,200,2,163.2,0,-1.017671,-0.40011752,0
013224,60,2,2155.95,0,-0.9203873,0.14783376,0
013225,3,7,6463.84,0,-0.9809548,-0.13725936,0
013226,273,1,108.21000000000001,0,-1.0281398,-0.45717832,0
013227,202,1,257.7,0,-1.0192198,-0.4154001,0
013228,81,1,358.0,0,-1.0041507,-0.34605065,0
013229,226,1,160.95,0,-1.0222747,-0.43007594,0
013230,4,14,2806.97,0,-0.4045933,3.45542,0
013232,13,7,1357.6,0,-0.98657835,-0.2040516,0
013233,74,2,605.12,0,-1.0016892,-0.32386026,0
013235,212,1,1031.07,0,-1.0197939,-0.4117691,0
013236,24,2,744.85,0,-0.99537796,-0.2940264,0
013238,17,4,700.73,0,-0.8971801,0.25184992,0
013239,262,1,329.56,0,-1.0265876,-0.44833177,0
013240,96,4,663.65,0,-1.0015988,-0.30497372,0
013242,112,3,270.40000000000003,0,-0.9106957,0.17790295,0
013243,203,1,600.07,0,-1.0190495,-0.4118625,0
013244,93,1,121.74000000000001,0,-1.0058395,-0.355639,0
013245,51,1,430.5,0,-1.0003736,-0.3282861,0
013246,18,6,1987.3,0,-0.7052822,2.458249,0
013247,18,4,501.12,0,-0.99207985,-0.26299033,0
013248,125,2,465.68,0,-1.0081242,-0.354254,0
013249,92,3,711.41,0,-1.0024447,-0.31743693,0
013253,157,2,1030.4,0,-1.0116017,-0.36551264,0
013255,9,2,399.51,0,-0.99381715,-0.28971455,0
013258,12,3,698.5799999999999,0,-0.9925497,-0.272534,0
013259,62,1,292.32,0,-1.0018544,-0.33613643,0
013260,61,1,557.62,0,-1.0015026,-0.33239552,0
013261,269,2,944.1,0,-1.0255444,-0.42962554,0
013262,263,1,200.29,0,-1.0268226,-0.45044336,0
013263,1,35,7454.07,1,32.31778,7.4373507,1
013265,53,5,2107.66,1,31.124754,-2.886335,1
013266,11,12,3834.2599999999998,0,-0.9772925,-0.09682066,0
013267,3,19,4521.49,0,-0.9660357,0.022932636,0
013268,18,11,3214.69,0,-0.9800736,-0.123472095,0
013269,1,15,5346.2300000000005,0,-0.97060883,-0.027214786,0
013270,366,1,590.0,0,-1.039242,-0.50378597,0
013271,37,1,217.38,0,-0.7395632,1.3027508,0
013272,31,2,276.56,0,-0.99664694,-0.3035777,0
013273,113,1,138.98,0,-1.0083013,-0.36669663,0
013276,64,2,590.9300000000001,0,-1.0004631,-0.31839824,0
013277,16,4,258.4,0,-0.9920405,-0.2647711,0
013278,41,1,542.73,0,-0.99903893,-0.32130975,0
013279,78,1,137.75,0,-1.0039681,-0.3469991,0
013280,122,3,814.86,0,-1.0060706,-0.33309406,0
013282,18,3,1132.14,0,-0.9929202,-0.27072027,0
013283,60,2,93.66,0,-1.000395,-0.32210144,0
013284,331,1,201.19,0,-1.0352421,-0.4887307,0
013285,23,4,2709.12,0,-0.53277093,5.0910716,0
013291,156,1,361.11,0,-1.0134349,-0.38825396,0
013292,39,2,578.94,0,-0.9973778,-0.30446166,0
013294,190,2,873.74,0,-1.0158225,-0.38597485,0
013295,360,1,201.20000000000002,0,-1.0388329,-0.50506353,0
013296,137,1,87.4,0,-1.0113174,-0.3808314,0
013297,8,4,2089.85,0,-0.9894772,-0.23832917,0
013298,1,1,360.0,0,-0.99424267,-0.3009702,0
013299,268,1,142.5,0,-1.0274913,-0.45395157,0
013300,169,1,371.89,0,-1.0150355,-0.3954465,0
013301,104,4,618.09,0,-1.0026286,-0.31002507,0
013302,155,1,63.75,0,-1.0135665,-0.39125237,0
013304,351,1,300.42,0,-1.0376333,-0.49880618,0
013305,4,10,2000.86,0,-0.98076457,-0.14541394,0
013307,120,1,15.0,0,-1.0092746,-0.37212402,0
013308,23,3,1385.51,0,-0.9933217,-0.27050155,0
013309,7,5,1456.79,0,-0.7686189,3.621974,0
013310,28,3,1132.03,0,-0.9941587,-0.2763537,0
013311,4,2,598.57,0,-0.99302703,-0.2845143,0
013313,22,5,1555.3200000000002,0,-0.89568305,0.2745578,0
013314,2,3,775.94,0,-0.9912448,-0.2659754,0
013316,37,4,5977.73,0,-0.98972934,-0.20809492,0
013317,66,6,2273.68,0,-0.83106107,0.5562147,0
013318,1,3,640.76,0,-0.99123704,-0.26703128,0
013319,5,26,10845.550000000001,0,-0.48274145,3.0572824,0
013320,78,4,1548.7,0,-0.9986098,-0.28423533,0
013321,72,2,567.36,0,-1.001474,-0.3231862,0
013322,17,1,199.48000000000002,0,-0.9963618,-0.31190413,0
013323,3,5,787.85,0,-0.9885938,-0.2358198,0
013324,36,10,7121.95,0,-0.8176536,0.6923334,0
013325,82,1,675.3,0,-1.0040019,-0.34281346,0
013327,39,8,3627.77,0,-0.85093755,1.0269457,0
013328,316,1,1308.48,0,-1.0324336,-0.4670199,0
013329,32,2,789.0,0,-0.9963307,-0.29800314,0
013330,93,3,1140.93,0,-1.0021996,-0.31285545,0
013332,14,1,350.90000000000003,0,-0.9958604,-0.3084009,0
013334,82,3,3536.82,0,-0.77528393,1.0272335,0
013336,77,1,795.12,0,-1.0032799,-0.33856222,0
013338,158,1,487.02,0,-1.0135746,-0.3878723,0
013339,201,1,860.12,0,-1.0185784,-0.40762135,0
013340,45,7,10736.48,0,-0.9824863,-0.109738335,0
013341,261,1,775.85,0,-1.0260806,-0.44242314,0
013343,178,1,353.43,0,-1.0161659,-0.4007365,0
013344,68,3,2543.7200000000003,1,31.377785,-1.6138176,1
013345,288,1,389.5,0,-1.0297556,-0.46225733,0
013347,70,1,341.36,0,-1.0028028,-0.3400547,0
013348,64,1,233.76000000000002,0,-1.0021522,-0.33796424,0
013349,11,1,247.32,0,-0.9955779,-0.30795187,0
013350,16,2,979.12,0,-0.9941861,-0.28671473,0
013351,66,1,373.94,0,-1.0022795,-0.3374116,0
013352,60,1,397.98,0,-1.001516,-0.33374456,0
013354,71,2,743.53,0,-1.0011989,-0.32051283,0
013355,122,1,674.7,0,-1.0089555,-0.36534885,0
013356,80,1,768.24,0,-1.0036745,-0.34057385,0
013357,257,1,609.95,0,-1.0257277,-0.4421574,0
013358,269,1,439.03000000000003,0,-1.0273606,-0.4509631,0
013359,64,1,439.56,0,-1.0019755,-0.3354993,0
013362,9,4,3090.7400000000002,0,-0.9887414,-0.22690418,0
013363,18,2,992.5,0,-0.91618586,0.15755318,0
013364,71,1,134.96,0,-1.0031039,-0.34309006,0
013365,34,2,2225.37,0,-0.84362537,1.5825483,0
013366,50,1,56.16,0,-1.0005714,-0.3322066,0
013368,257,2,623.4,0,-1.0243338,-0.42670822,0
013369,366,1,308.28000000000003,0,-1.039484,-0.50716025,0
013370,372,1,754.87,0,-1.0398434,-0.50519043,0
013372,90,1,378.64,0,-1.0052474,-0.35087243,0
013373,61,3,3312.25,1,31.122034,-2.9069881,1
013375,89,1,778.65,0,-1.00478,-0.345518,0
013376,99,3,1019.76,0,-1.0030469,-0.31768605,0
013379,26,3,572.56,0,-0.73513156,1.3437765,0
013381,32,6,3639.31,0,-0.9883538,-0.20271137,0
013382,281,1,222.99,0,-1.029032,-0.46030918,0
013384,31,7,4151.93,0,-0.891803,0.3311661,0
013385,330,1,534.57,0,-1.0348319,-0.4841743,0
013388,131,2,677.1,0,-1.0086856,-0.35510096,0
013389,11,3,797.96,0,-0.9923405,-0.27078044,0
013390,75,1,544.08,0,-1.003248,-0.3404426,0
013391,204,1,59.8,0,-1.0196373,-0.41889685,0
013394,2,8,2520.02,0,-0.98283553,-0.16864534,0
013395,185,1,307.72,0,-1.0170718,-0.40522647,0
013396,29,2,1360.99,0,-0.99546796,-0.28946254,0
013397,73,5,1544.13,0,-0.99661237,-0.26618594,0
013398,192,1,457.34000000000003,0,-1.01781,-0.40737683,0
013402,127,2,621.23,0,-1.0082383,-0.35351732,0
013403,18,1,75.0,0,-0.9965926,-0.31395832,0
013404,1,2,252.49,0,-0.9929526,-0.28696978,0
013405,74,3,572.451,0,-1.0003352,-0.30896348,0
013408,2,62,28117.04,0,-0.60930395,2.8666985,0
013410,24,5,1003.06,0,-0.99100935,-0.2450695,0
013411,107,1,213.55,0,-1.0074942,-0.36242425,0
013414,134,3,1390.5,0,-1.0070622,-0.3329578,0
013416,44,2,712.5,0,-0.9978823,-0.30567798,0
013417,5,2,640.83,0,-0.99311465,-0.2845713,0
013418,12,18,6127.43,0,-0.9040128,0.45831606,0
013419,64,1,221.06,0,-0.93641174,0.018689122,0
013420,150,2,159.85,0,-1.0114826,-0.37199724,0
013421,40,2,1851.08,0,-0.9964092,-0.28978768,0
013422,64,1,2626.3,0,-0.77660143,0.99588907,0
013425,108,3,1624.21,1,31.11476,-2.9536784,1
013426,1,10,3641.32,0,-0.97898424,-0.12407562,0
013427,19,3,582.6,0,-0.993516,-0.27786565,0
013428,10,1,218.47,0,-0.99547875,-0.30773428,0
013429,11,4,1006.8,0,-0.6026275,2.1660247,0
013430,19,2,679.45,0,-0.994815,-0.29199368,0
013431,67,2,1269.1,0,-1.0002522,-0.311965,0
013434,74,2,534.24,0,-1.0017502,-0.3247092,0
013435,5,7,3809.89,0,-0.9203415,0.26633152,0
013436,2,1,196.89,0,-0.9945067,-0.3034871,0
013437,14,7,3408.06,0,-0.98494124,-0.18005534,0
013439,255,1,283.71,0,-1.0257602,-0.44493848,0
013441,92,1,296.64,0,-0.9232246,0.22044139,0
013447,23,3,1129.14,0,-0.99354184,-0.27357227,0
013448,17,6,3539.3700000000003,0,-0.85769063,0.59785044,0
013449,24,1,291.88,0,-0.9971493,-0.31473982,0
013450,27,6,2043.72,0,-0.98910487,-0.21900652,0
013451,26,5,2976.15,0,-0.5772393,4.0999293,0
013452,259,2,590.0,0,-1.0246103,-0.42823467,0
013453,166,2,356.98,0,-1.0132945,-0.37864742,0
013455,25,2,1058.34,0,-0.99523264,-0.29083472,0
013456,18,6,1766.72,0,-0.9882283,-0.21725549,0
013458,7,14,9646.57,0,-0.9690408,0.0056254044,0
013460,29,2,183.44,0,-0.9964792,-0.30356663,0
013461,39,3,1445.0,0,-0.99525183,-0.27880037,0
013462,253,1,151.5,0,-1.0256261,-0.44539562,0
013464,58,1,674.68,0,-1.0010307,-0.32930386,0
013466,184,1,307.90000000000003,0,-1.0169479,-0.40466106,0
013467,11,2,1083.71,0,-0.9934772,-0.28264594,0
013468,2,37,5704.97,0,-0.9400143,0.31285593,0
013470,99,2,165.0,0,-1.0051631,-0.34321204,0
013471,1,4,2531.58,0,-0.9882309,-0.22909586,0
013473,61,2,422.64,0,-1.0002363,-0.31872424,0
013474,236,1,229.59,0,-1.0234541,-0.43488586,0
013475,191,4,1431.78,0,-1.0127026,-0.34927803,0
013476,179,2,1238.47,0,-1.0141472,-0.37541106,0
